25206	1.0	4136111
25206	1.0	426111
25206	4.0	4111344
25206	6.0	4344136
25206	6.0	434426
25890	1.0	498111
25890	6.0	4111136
25890	6.0	411126
25890	6.0	4111296
25890	6.0	4111356
25890	8.0	413698
25890	8.0	42698
25890	8.0	429698
25890	8.0	435698
27857	6.0	498136
27857	6.0	49826
27857	6.0	498296
27857	8.0	411198
17545	5.0	917125
17545	7.0	927317
17567	3.0	9125273
22671	5.0	937125
22671	5.0	957125
22671	5.0	997125
22694	7.0	927337
22694	7.0	927357
22694	7.0	927397
26218	3.0	917273
26218	3.0	937273
26218	3.0	957273
26218	3.0	997273
26218	5.0	9273125
26239	7.0	912517
26239	7.0	912537
26239	7.0	912557
26239	7.0	912597
28528	5.0	77315
28528	5.0	713315
28528	5.0	714315
28528	5.0	715315
28528	5.0	716315
28528	5.0	719315
28528	5.0	734315
28528	5.0	738315
28558	6.0	71536
14519	3.0	72563
14519	3.0	714563
14519	3.0	723563
14541	5.0	71125
14541	5.0	711145
14541	5.0	711235
17755	1.0	76311
17755	1.0	72511
17755	1.0	714511
17755	1.0	723511
17755	5.0	76325
17755	5.0	763145
17755	5.0	763235
17755	5.0	913385
17755	5.0	918385
17783	3.0	71163
17783	3.0	998133
17783	3.0	9168133
17783	3.0	9178133
17783	3.0	9228133
17783	3.0	9258133
17783	3.0	998183
17783	3.0	9168183
17783	3.0	9178183
17783	3.0	9228183
17783	3.0	9258183
17783	8.0	98598
17783	8.0	985168
17783	8.0	985178
17783	8.0	985228
17783	8.0	985258
20575	1.0	763281
20575	1.0	763351
20597	3.0	985183
20597	3.0	985133
20597	5.0	93885
20597	5.0	934885
20597	5.0	9133315
20597	5.0	9183315
20597	5.0	728125
20597	5.0	7281145
20597	5.0	7281235
20597	5.0	735125
20597	5.0	7351145
20597	5.0	7351235
20597	8.0	918338
20597	8.0	913338
20597	8.0	9183348
20597	8.0	9133348
20597	8.0	931598
20597	8.0	9315168
20597	8.0	9315178
20597	8.0	9315228
20597	8.0	9315258
22035	3.0	938133
22035	3.0	9348133
22035	3.0	948133
22035	3.0	938183
22035	3.0	9348183
22035	3.0	948183
22062	5.0	99885
22062	5.0	916885
22062	5.0	917885
22062	5.0	922885
22062	5.0	925885
22062	8.0	931538
22062	8.0	9315348
22062	8.0	98548
22062	8.0	931548
22062	8.0	913398
22062	8.0	9133168
22062	8.0	9133178
22062	8.0	9133228
22062	8.0	9133258
22062	8.0	918398
22062	8.0	9183168
22062	8.0	9183178
22062	8.0	9183228
22062	8.0	9183258
22401	4.0	412614
22401	6.0	477126
22414	7.0	41477
27686	3.0	985423
27686	3.0	648293
27686	3.0	648333
27701	6.0	6375326
27731	3.0	6326333
27731	5.0	6293375
27731	5.0	6333375
27891	1.0	725281
27891	1.0	7145281
27891	1.0	7235281
27891	1.0	725351
27891	1.0	7145351
27891	1.0	7235351
27891	1.0	725491
27891	1.0	7145491
27891	1.0	7235491
27891	1.0	725561
27891	1.0	7145561
27891	1.0	7235561
27891	3.0	6326293
27891	3.0	6486293
27891	3.0	6486333
27891	3.0	728163
27891	3.0	735163
27891	3.0	749163
27891	3.0	756163
27910	5.0	6333575
27910	5.0	6293575
28051	8.0	637548
28074	4.0	47714
28099	7.0	444677
28241	5.0	943885
28241	5.0	947885
28241	5.0	95885
28241	5.0	9423315
28241	5.0	9133465
28241	5.0	9183465
28241	5.0	9423465
28264	3.0	9438423
28264	8.0	98538
28264	8.0	985348
28264	8.0	9315438
28264	8.0	946598
28264	8.0	9465168
28264	8.0	9465178
28264	8.0	9465228
28264	8.0	9465258
28264	8.0	946538
28264	8.0	9465348
28264	8.0	946548
28264	8.0	9465438
28264	8.0	657548
28264	8.0	9183438
28264	8.0	9133438
28264	8.0	9183478
28264	8.0	9133478
28264	8.0	918358
28264	8.0	913358
28440	5.0	765325
28440	5.0	7653145
28440	5.0	7653235
28440	5.0	759125
28440	5.0	7591145
28440	5.0	7591235
28440	5.0	767125
28440	5.0	7671145
28440	5.0	7671235
28455	6.0	6375486
28455	6.0	6575326
28455	6.0	6575486
28455	6.0	414446
28477	1.0	763591
28477	1.0	763671
28477	3.0	711653
28477	3.0	7281653
28477	3.0	7351653
28477	3.0	7491653
28477	3.0	7561653
28630	5.0	637375
28630	5.0	637575
28630	6.0	477266
28630	6.0	477366
28630	6.0	4534446
28630	6.0	4614446
28630	7.0	453477
28630	7.0	461477
28630	7.0	632637
28630	7.0	648637
28649	4.0	426614
28649	4.0	436614
28649	4.0	4126534
28649	4.0	4266534
28649	4.0	4366534
28649	4.0	4126614
28649	4.0	4266614
28649	4.0	4366614
28649	4.0	477534
28649	4.0	477614
28820	5.0	749125
28820	5.0	7491145
28820	5.0	7491235
28820	5.0	756125
28820	5.0	7561145
28820	5.0	7561235
28865	1.0	763491
28865	1.0	763561
28865	1.0	725591
28865	1.0	7145591
28865	1.0	7235591
28865	1.0	725671
28865	1.0	7145671
28865	1.0	7235671
29310	4.0	444614
29333	6.0	414546
29333	6.0	4534546
29333	6.0	4614546
29333	6.0	477446
29500	2.0	1457662
29500	2.0	1527662
29500	2.0	1517662
29500	2.0	177662
29528	6.0	166226
29528	7.0	454677
29528	7.0	126457
29528	7.0	126527
29528	7.0	126517
29528	7.0	12677
29690	7.0	126747
29701	2.0	1747662
1205	1.0	-999
1205	2.0	-998
1247	3.0	-997
11089	2.0	-9998
11112	1.0	-9999
